Date,Tweet,Likes,Retweets
2020-07-02,"SEC, three letter acronym, middle word is Elon’s",104426,9882
2020-07-02,Tesla will make fabulous short shorts in radiant red satin with gold trim,154224,9519
2020-07-02,Who wears short shorts? 🤣🤣,237189,11461
2020-07-01,"Tesla Impact Report (repost). We do everything humanly possible to source materials &amp; produce sustainable energy cars, batteries &amp; solar ethically. Suggestions for improvement are always appreciated.

https://t.co/WCemMJ44um",25608,2383
2020-06-30,Your GPS just got slightly better https://t.co/XsblUsiNXU,149217,10976
2020-06-28,Great Model Y review by @jayleno https://t.co/DzsZ7eugWp,14560,891
2020-06-28,69 days after 4/20 again haha,489838,48475
2020-06-26,.@JeffBezos is a copy 🐈 haha https://t.co/plR7uupqBG,223228,22837
2020-06-26,"Who controls the memes,
controls the Universe",693989,108897
2020-06-26,https://t.co/e9dPKVSjjl,801812,121015
2020-06-26,Only a matter of time before someone steals a Tesla while playing GTA on a Tesla,333948,28670
2020-06-26,North American Supercharger usage tracking to exceed pre covid highs in 2 to 3 weeks. Lot of noise out there. This is signal. https://t.co/PCC5DlthtA,18189,1107
2020-06-25,Two Starship tanks in the midbay https://t.co/QJ2V882WOC,141411,6680
2020-06-25,Apologies to Tesla customers for shifting delivery dates. It’s a crazy world out there!,75159,1836
2020-06-22,Tentative date for Tesla Shareholder Meeting &amp; Battery Day is Sept 15. Will include tour of cell production system.,30368,1869
2020-06-22,Reminder that Tesla Full Self-Driving (FSD) price goes up by $1k on July 1st,62003,2072
2020-06-22,Enabling basic Tesla Autopilot via Tesla in-app purchase is reduced to $2k until July 1,33961,1185
2020-06-21,2019 seems so quaint &amp; long ago https://t.co/xfdfcbr0DS,165163,12397
2020-06-21,"Tesla Bioweapon Defense Mode
https://t.co/48s5D3ZQO0",21952,1995
2020-06-21,We must pass The Great Filter,161386,13490
2020-06-21,Mars is my souldog,176725,9768
2020-06-21,"If heat death is the end of the universe, it really is all about the journey",136174,11640
2020-06-19,Juneteenth is henceforth considered a US holiday at Tesla &amp; SpaceX,380633,29180
2020-06-15,Tesla Model S now first ever electric vehicle to receive EPA range rating above 400 miles! https://t.co/EOTwVfvHS5,81460,6496
2020-06-15,China &amp; Asia Pacific Supercharger usage above pre-covid highs. North America catching up fast. Europe slightly behind. https://t.co/Em23E2AFyO,17628,1158
2020-06-11,lol,484112,53609
2020-06-10,"Posting Tesla Impact Report, this time with summary points &amp; charts in my reply tweets https://t.co/4lyaV7kIS4",21488,1783
2020-06-10,"Wort reading the whole thing
https://t.co/4lyaV7kIS4",35393,2641
2020-06-08,Stankonia at https://t.co/LJJCD7BAgX,46639,3538
2020-06-06,"Starship Production Complex
Boca Chica, Texas https://t.co/pd4ka93bv5",121994,6858
2020-06-06,The gerontocracy is out of touch with the people,141210,15917
2020-06-06,"This will probably get me into trouble, but I feel I have to say it",271254,23562
2020-06-06,Order a Tesla online in 2 mins at https://t.co/46TXqRrsdr,46832,2930
2020-06-06,Tesla Model Y review by Dan Neil https://t.co/3oS85UFaaR,23640,1666
2020-06-02,Off Twitter for a while,487331,25511
2020-05-31,Nine years later https://t.co/CS1LbPLN2N,355073,29978
2020-05-31,Dragon docks with @Space_Station in ~3 hours https://t.co/MxGRr4xuXS,140051,13838
2020-05-30,5 mins to T-0,787331,45295
2020-05-27,https://t.co/mMHsTxyxNx,547290,44743
2020-05-27,Sunset https://t.co/fpLhlqvuJg,441255,45835
2020-05-26,Dragon Dawn https://t.co/mz1EzU5GSO,150761,16636
2020-05-24,https://t.co/iSGrzHgENp,336098,35866
2020-05-23,https://t.co/72pvzGWAs8,128146,8447
2020-05-23,The medium is the message https://t.co/IOu4JogVmF,320615,49558
2020-05-22,"Open your eyes, look up to the skies",557928,73377
2020-05-19,Cancel Cancel Culture!,492212,60227
2020-05-18,Tesla Full Self-Driving option cost rises by ~$1000 worldwide on July 1st. Order a Tesla online in less than 2 minutes at https://t.co/qJm9uPBCX5,26876,2115
2020-05-17,When u take DayQuil &amp; NyQuil at same time https://t.co/7AMLLMsBZK,112353,8147
2020-05-17,Take the red pill 🌹,437638,72856
2020-05-15,The Age of Napoleon by Will &amp; Ariel Durant is an amazing book,50618,2406
2020-05-15,It’s remarkable how often The News attempts to answer the question: what is the worst thing that happened on Earth today? https://t.co/Rp43kVlFsL,43817,4084
2020-05-15,Boring Company completes 2nd Vegas tunnel https://t.co/13Hy3toyJR,76379,4709
2020-05-14,Tesla Supercharger usage by region https://t.co/1y2zL2Jizt,42371,2708
2020-05-14,Top Marx https://t.co/GWG7hXioiV,269860,33703
2020-05-13,Super exciting day coming up! https://t.co/7ZdFsJE9zR,85745,9815
2020-05-13,https://t.co/lQWpSwtRj7,606410,117111
2020-05-12,That’s pretty much what happened https://t.co/5Enzgt20q7,367363,32793
2020-05-11,"Tesla is restarting production today against Alameda County rules. I will be on the line with everyone else. If anyone is arrested, I ask that it only be me.",434187,57295
2020-05-11,Thanks for the cool suggestions 😀❤️👍 More fun coming to your Tesla soon! https://t.co/QnuG6kRHM5,38023,1511
2020-05-11,Happy Mother’s Day to other mothers!! @Grimezsz ♥️♥️♥️ https://t.co/jftUTsRmFB,38213,990
2020-05-09,"Once again, I must recommend https://t.co/7XelSWHDzd https://t.co/P72C2UcpHv",18493,793
2020-05-06,Wishing good vibes for all in 2nd half 2020,409234,54599
2020-05-04,SN4 🔥 soon. Raptor looks so smōl. https://t.co/WcMdo6wAtj,84146,4182
2020-05-03,"Well said, Lord Sumption, well said! https://t.co/cfCVEaZ5cM",19123,1013
2020-05-03,Minecraft has amazing legs,247819,18926
2020-05-02,One of the all-time best songs https://t.co/IvI7IOgMAa,42372,3134
2020-05-01,"Rage, rage against the dying of the light of consciousness",116658,13118
2020-05-01,"And the rocket's red glare, 
the bombs bursting in air",52761,3590
2020-05-01,Now give people back their FREEDOM,150741,20580
2020-05-01,Tesla stock price is too high imo,178735,19598
2020-05-01,I am selling almost all physical possessions. Will own no house.,241221,20384
2020-04-30,Classifying all deaths as corona even if corona didn’t cause the death is simply a lie https://t.co/R1sgzcFS46,94340,18719
2020-04-30,Why forced isolation is bad https://t.co/c2XCcRSx1C,59352,13018
2020-04-30,Hospitals in California have been half empty this whole time https://t.co/8GL2BLypqV,113199,22968
2020-04-29,FREE AMERICA NOW,296583,45274
2020-04-29,Bravo Texas! https://t.co/cVkDewRqGv,53537,5862
2020-04-29,Give people their freedom back! https://t.co/iG8OYGaVZ0,41255,7070
2020-04-27,Silicon Valley has become Sanctimonious Valley,78208,7408
2020-04-27,Snowing in Texas https://t.co/0LKwIpnoPB,65744,3880
2020-04-26,Interesting … https://t.co/z8sqqPt48q,46243,11205
2020-04-26,"Docs make good points 
https://t.co/WeXuZpMghY",14713,2217
2020-04-26,SN4 passed ambient pressure test https://t.co/XW55rh6nX7,33616,1697
2020-04-25,So often true 🤣🤣 https://t.co/qxmDtZ4Buf,194193,23550
2020-04-24,Mythic Quest is 🤣🤣 MTTD,21136,648
2020-04-24,Great questions from Hack Club! https://t.co/vRgaeErdvl,6307,340
2020-04-24,"The Machine Stops
https://t.co/zFWfR7IEcT",11532,701
2020-04-24,Welcome @hiromichimizuno to the Tesla board! Honored to have you.,19994,723
2020-04-23,Starship SN4 tank on test stand https://t.co/zN2OmMp1OS,61099,4187
2020-04-23,Silver lining is that mortality rate is much lower than predicted &amp; herd immunity much higher. Good news. https://t.co/brlQk5XDBf,23131,2611
2020-04-23,"In advance of this, please try to hack Starlink &amp; Tesla Mothership! https://t.co/msdv8Dq2BN",21540,1838
2020-04-22,There are now 420 operational Starlink satellites 🛰 😉,260511,23087
2020-04-19,Best political platform ever https://t.co/CRbNFdQj4B,279023,38231
2020-04-18,Orbital human spaceflight returns to the Cape in six weeks! https://t.co/pH52N1KyoX,28859,3242
2020-04-17,"Good progress, but 18 years to launch our first humans is a long time. Technology must advance faster or there will be no city on the red planet in our lifetime. https://t.co/uzSpZFFemI https://t.co/IsICexqxtV",33579,3202
2020-04-16,Partial list of hospitals to which Tesla sent ventilators https://t.co/sfI6yuUbrM,170429,14687
2020-04-16,“Don’t jump to intubation.” — Dr Caputo https://t.co/LtpsVqoZVf,12437,1196
2020-04-14,"Giga Berlin will have world’s most advanced paint shop, with more layers of stunning colors that subtly change with curvature",40807,1808
2020-04-13,"While others party, he study the blade https://t.co/FBxEdIJ78M",358553,49694
2020-04-12,"Happy Easter!
Follow the 🐇",103696,6270
2020-04-12,Turns out that gun is for the toilet paper https://t.co/C1aAy0YZRi,312973,46373
2020-04-10,But actually https://t.co/jlowaHobXO,342928,56659
2020-04-08,Great differences in technology exist in the world about which even hardcore technologists are unaware,71792,5259
2020-04-07,The 20th &amp; final Dragon 1 mission is complete https://t.co/TyLLHA58Bw,20501,1266
2020-04-07,Here you go https://t.co/hjIs5fbBoy https://t.co/aVnwR0loX9,81442,10674
2020-04-06,Starship fuel header tank https://t.co/CVj8057CY6,51868,2395
2020-04-06,Music is a limbic resonator,83498,8005
2020-04-05,So proud https://t.co/Me5HirnJ6N,202329,14383
2020-04-05,Raptors https://t.co/oycjgNI8HE,115931,6161
2020-04-04,"Press any key to continue
https://t.co/gFnlYoUGdy",21597,1636
2020-04-04,u r o k,257179,34401
2020-03-31,"We have extra FDA-approved ventilators. Will ship to hospitals worldwide within Tesla delivery regions. Device &amp; shipping cost are free. Only requirement is that the vents are needed immediately for patients, not stored in a warehouse. Please me or @Tesla know.",282695,62992
2020-03-30,"Hello from the Inside
https://t.co/SV3fWL3bkp",11824,1227
2020-03-27,"Would be great to combine blood donations with a C19 antibody test, so you know if you’re immune. Refill blood banks &amp; give donors peace of mind. https://t.co/hnPpFzzuA9",43532,6010
2020-03-26,SN3 https://t.co/bM1wzzd4Zg,70391,3359
2020-03-24,.@Apple pls fix awetoekreqt,88853,5967
2020-03-21,Just had a long engineering discussion with Medtronic about state-of-the-art ventilators. Very impressive team!,121003,7924
2020-03-19,No new domestic corona cases in China https://t.co/lGmxRvMyFy,53951,5606
2020-03-18,Abysmal autocorrect might be the #1 reason people don’t fear AI,50781,3543
2020-03-18,Fear the memesphere,104177,9467
2020-03-16,Maybe worth considering chloroquine for C19 https://t.co/LEYob7Jofr,49435,11136
2020-03-15,Fear is the mind-killer,425654,94829
2020-03-11,We should be excited about the future &amp; striving to go beyond the horizon!,116743,12083
2020-03-11,"Moral condemnation used not for morality, but as a weapon for manipulation is messed up",56439,6428
2020-03-11,https://t.co/IXSO7Ko4z7,213038,20629
2020-03-11,"To those who quietly help advance the causes we mutually believe in, knowing advancing the cause is the only reward: thank you",131009,11294
2020-03-11,Scouting locations for Cybertruck Gigafactory. Will be central USA.,79060,3680
2020-03-10,Tesla should have a mega rave cave under the Berlin Gigafatory,68816,8188
2020-03-10,Coachella should postpone itself until it stops sucking,465755,53663
2020-03-10,"Congratulations Tesla team on making our 1,000,000th car!! https://t.co/5M99a9LLQi",235384,18076
2020-03-07,Accurate https://t.co/IskXipRvdf,17636,822
2020-03-07,Envelope expanded https://t.co/WIuWUTAAnh,45632,3024
2020-03-07,Rocket will land in highest winds ever at Cape Canaveral tonight. This is intentional envelope expansion.,39183,1590
2020-03-07,Final Dragon Version 1 mission tonight https://t.co/usYursGqPk,15230,1163
2020-03-06,The coronavirus panic is dumb,1497888,276388
2020-03-03,Mad respect for the makers of things,207229,22678
2020-03-03,Sleeving SN2 dome in the high bay https://t.co/zdRuOgd8xz,19180,968
2020-03-03,Dogs rock https://t.co/vLJGyZo5Sx,175112,17725
2020-03-03,✌️ bro https://t.co/nJ7CUyhr2j,151813,12395
2020-03-03,Just want say that I support @Jack as Twitter CEO. He has a good ❤️.,68403,4265
2020-03-02,So … how was your night? https://t.co/tbJDYIQjXd,33632,1714
2020-02-25,Starship SN1 tank preparing for Raptor attachment &amp; static fire https://t.co/jx0ijLrxWx,30677,1761
2020-02-25,Rococo is alive &amp; living in our hearts,19652,718
2020-02-25,Battle Angel Starship https://t.co/CL4rvBB8mb,100659,9276
2020-02-25,On a wall in Austin https://t.co/yDBt2tUJij,81179,5960
2020-02-22,Model 3 achieves 350 mile actual range vs 310 EPA sticker in Consumer Reports testing https://t.co/5hqRhjP4bV,28580,2032
2020-02-21,Science has gone too far https://t.co/Ky65Q3s3JX,311561,42049
2020-02-21,🔭 https://t.co/6HHgR0ZVp0,200780,20296
2020-02-20,"High bay for stacking Starship engine bay, propellant tanks &amp; fairing (fka nosecone) sections is almost done! https://t.co/G9h0430ns2",28849,1550
2020-02-20,"Worth reading Asimov’s Foundation
https://t.co/OZfhcNNzyG",17665,1433
2020-02-19,Rocket nosecone production in Texas https://t.co/KLWewja9Gn,74367,5005
2020-02-16,"Tesla is ramping up Solar Roof installation across the USA! Training will be provided, so no prior experience needed. Apply at https://t.co/84BkZvuBn8",44842,4542
2020-02-15,Tesla Model S estimated EPA range is now above 390 miles or ~630 km https://t.co/sNFzIkuJpC,43113,3102
2020-02-15,Run a physics sim long enough &amp; you’ll get intelligence,93748,5273
2020-02-14,Only the heart senses beauty,129655,18631
2020-02-12,Thanks Mom!!! ❤️ @mayemusk https://t.co/eyMgV45ypT,150912,8310
2020-02-12,Ok u can have a little emerald 🤹🏻‍♂️ https://t.co/3LzPe4aG4B,140748,11568
2020-02-10,"Tesla April company talk will be from our Giga New York factory, where we make SolarGlass &amp; several other products. Will also offer customer &amp; media tours.",32686,1610
2020-02-10,Midsection of Starship propellant tanks https://t.co/Aa8yKPJEFS,31428,1414
2020-02-10,"Mars is to Earth, as Terminus was to Trantor",49349,2653
2020-02-09,Order at https://t.co/byFVU5nF9W https://t.co/4lD1mVHKy6,88451,6652
2020-02-09,Back in Boca https://t.co/RjiWpW28PT,64772,2181
2020-02-08,"My Mom wrote a book ♥️
https://t.co/EV0FoGLuzf https://t.co/qQMYSBNxpv",62140,2242
2020-02-08,"feeling cute, might delete later https://t.co/TtDJcr9Qiq",75474,4619
2020-02-07,"SpaceX started with a mariachi band party. Great vibes here in Boca Chica, Texas! https://t.co/LMfaB9kCKh",32583,1906
2020-02-06,Late night tweets … sigh,90105,5559
2020-02-06,New emoji! Last one comes with free phone hack. https://t.co/T3jjwZycog,60461,3606
2020-02-06,"What if there was an AI programmed to want to pick as many strawberries as possible, and so it cultivated nothing but strawberries on all of Earth’s land? Then it would be Strawberry Fields Forever!",133000,9954
2020-02-06,REALiTi made while u wait https://t.co/jWRPAEufs8,29465,1898
2020-02-06,"All things in moderation, especially etymology",21381,1020
2020-02-06,Essentially all quotes can be ascribed to Churchill,27342,1122
2020-02-06,"No matter how many times u get hangry, you always think ur anger is real — Plato",71854,6558
2020-02-06,Guess he’s not left-handed https://t.co/RLlzOLqh8U,199123,22478
2020-02-05,"8th hottest song on Soundcloud!!
https://t.co/5FJNJYc9kA https://t.co/PmoBYJL4in",54927,3820
2020-02-05,Please send your resume to BuildStarship@spacex.com if you’re coming to the Starship career day in Boca Chica tomorrow,45071,3211
2020-02-05,Starship Concerto in Zero G https://t.co/gkn05I1bvZ,98034,7004
2020-02-05,Giga Texas?,37099,2606
2020-02-04,"Starship career day at the Stargate building (Boca Chica Blvd, TX) this Thursday from 3pm to 9pm!",25810,1465
2020-02-04,Going max hardcore on design/production Starship here in Boca. It’s awesome! Feels a bit like a Mars simulator.,52290,1935
2020-02-03,🔥🔥🔥,108391,6562
2020-02-02,Tesla will hold a super fun AI party/hackathon at my house with the Tesla AI/autopilot team in about four weeks. Invitations going out soon.,97190,5127
2020-02-02,"“At Tesla, using AI to solve self-driving isn’t just icing on the cake, it the cake” - @lexfridman 

Join AI at Tesla! It reports directly to me &amp; we meet/email/text almost every day. My actions, not just words, show how critically I view (benign) AI.

https://t.co/iF97zvYZRz",41883,4699
2020-02-01,"Don’t Doubt ur Vibe now on Spotify
https://t.co/yyLgnF4d7q",55685,7422
2020-01-31,https://t.co/6lz3prQ2pF,176220,16148
2020-01-31,"Don’t Doubt ur Vibe
https://t.co/5FJNJXUxW0",89174,18556
2020-01-31,Hope you’re enjoying the simulation https://t.co/nj9JTJc4lL,268170,23517
2020-01-30,Just wrote a song called “Don’t doubt yer vibe”,170241,15004
2020-01-30,🕺,100491,5848
2020-01-29,A friend just sent me this excerpt from a Tesla blog I wrote 14 years ago https://t.co/Hr8w52ithY,326904,32098
2020-01-29,Liquid nitrogen cryogenic strength test underway ☃️ https://t.co/qRPBLInqm0,60144,2574
2020-01-28,Chairs are underappreciated,267458,28004
2020-01-28,The stars in Starship’s mirrored hull reflected,47849,1488
2020-01-27,Starship 9m test tank made 7.5 bar at room temp! Small leak at a weld doubler. Will be repaired &amp; retested at cryo. https://t.co/Bz3lrwkYRU,26606,1366
2020-01-25,Meme necromancy https://t.co/8aPtXju7gF,106029,10300
2020-01-24,https://t.co/sGnhzoThtK,136383,10205
2020-01-22,Want to play The Witcher game on your Tesla? (you can already watch the show on Tesla Netflix theater),76560,7694
2020-01-22,Improved Accommodations https://t.co/iRBK2yIfd7,56085,1910
2020-01-19,"Dragon high altitude, supersonic abort test is a risky mission, as it’s pushing the envelope in so many ways",67634,2739
2020-01-19,5 mins from liftoff https://t.co/5CHzQBfXrr,34334,2471
2020-01-18,Meteor!! https://t.co/PyXbRZR013,270131,27552
2020-01-17,"Dragon Spacecraft supersonic abort test coming up either tomorrow or Sunday, depending on weather @NASA @SpaceX",24739,1362
2020-01-17,Hehehe https://t.co/bnlN7Vn6bl,231874,32558
2020-01-17,Megatons per year to orbit are needed for life to become multiplanetary,57168,3147
2020-01-16,"Starship orbital vehicle SN1, liquid oxygen header tank &amp; nosecone https://t.co/IaSEdIyZgP",66198,3735
2020-01-14,Great song https://t.co/Zojlie0GG7,9618,459
2020-01-14,"T-shirt is bulletproof &amp; makes u buff!
https://t.co/wO0oAakclu https://t.co/8k1WvVO1sm",43680,2627
2020-01-12,.@Space_Station https://t.co/1qD2qn0waJ,18193,903
2020-01-12,Teslas will soon talk to people if you want. This is real. https://t.co/8AJdERX5qa,140748,12409
2020-01-11,We are trapped in a prison of fonts,92384,6411
2020-01-10,🎶 Toss a coin to ur Witcher 🎶,191255,24212
2020-01-10,Phony https://t.co/w9nyOAxQus,195102,24521
2020-01-10,Bitcoin is *not* my safe word,111848,8118
2020-01-09,I put the art in fart,391205,54556
2020-01-08,"♥️♥️ Tesla China Team ♥️♥️
     Such amazing progress!!",83194,2560
2020-01-07,At Tesla Giga Shanghai NSFW!! https://t.co/1yrPyzJQGZ,269341,30520
2020-01-07,cgi irl https://t.co/lKI3MP81oi,53227,3181
2020-01-05,Wikigenius https://t.co/P0jM14hGrc,271584,26173
2020-01-01,Congratulations Tesla &amp; SpaceX on great 2019! You rock!! Looking forward to epic 2020 ♥️🚀🛰🚘☀️,147322,6824
2020-01-01,Carlos Gone,122456,15344
2019-12-30,Rest in peace Syd Mead. Your art will endure.,47358,2280
2019-12-30,Simulation of first crewed flight of Falcon 9 / Dragon 2020 @NASA https://t.co/BSDPYTcVIG,130498,18464
2019-12-29,😮 https://t.co/JejV2rBFrf,248906,31502
2019-12-28,"Build super safe, Earthquake-proof tunnels under cities to solve traffic",77519,6639
2019-12-27,Was up all night with SpaceX team working on Starship tank dome production (most difficult part of primary structure). Dawn arrives … https://t.co/SzyDSYUYOu,96484,5556
2019-12-26,"Turn on auto navigate feature &amp; car will activate traffic-based navigation to work, home or calendar, depending on context, as soon as you sit down. No input required at all.",42579,1788
2019-12-26,"Just swipe down on Tesla nav button for car to automatically navigate to home, work or destination in calendar",54753,1984
2019-12-23,stock art https://t.co/HSWnwK68OV,327125,36072
2019-12-23,Whoa … the stock is so high lol,216108,15769
2019-12-22,"Just looked at my wiki for 1st time in years. It’s insane! Btw, can someone please delete “investor”. I do basically zero investing.",163527,7578
2019-12-22,The real reason for Looper was to travel back in time &amp; stop a terrible calamity — the premiere of Cats!,112153,7200
2019-12-21,Great show 🐼 https://t.co/12rguHHpgz,129439,12634
2019-12-21,Holiday gift ideas https://t.co/uBBofvkYAI,80963,5974
2019-12-20,"Tesla holiday software update has FSD sneak preview, Stardew Valley, Lost Backgammon &amp; a few other things",58590,2732
2019-12-19,You don’t hear much about element 43,65368,2656
2019-12-19,Tesla Moth Mode (better late than never) https://t.co/Rcu87A8NkO,166550,17610
2019-12-18,"Never trust cynics, as they excuse their own bad deeds by telling themselves everyone does it",117828,14613
2019-12-14,https://t.co/aAEFph9G6D,408244,54370
2019-12-13,Baby Yoda 💕 https://t.co/jpQvCccHb9,679123,114482
2019-12-12,smol ∩ puppy ∩ math https://t.co/bmpUurYbPV,167250,19407
2019-12-12,"If life is a video game, the graphics are great, but the plot is confusing &amp; the tutorial is way too long",696997,156597
2019-12-12,Root of energy to mass ratio is max render speed of the simulation,68448,4091
2019-12-12,Kids these days have no respect! https://t.co/lfJTJnqllQ,109668,8962
2019-12-07,Speed solves everything https://t.co/DGYlfyInxi,215871,26403
2019-12-07,"Super strong roof that generates clean energy, looks great &amp; costs less than a normal roof plus solar panels! https://t.co/D9yUuL7NVE https://t.co/Sv4JHaXcOx",42303,3422
2019-12-04,Launching third flight of this Dragon spacecraft to @Space_Station tomorrow https://t.co/mTQ2DrWS97,30174,1896
2019-12-02,"People often think they’re breathing oxygen, but are actually breathing nitrogen (78%) with a side serving of oxygen (21%) in argon sauce (1%), spiced up with CO2, H2O &amp; a dash of neon &amp; krypton (etc.)",302274,37641
2019-12-02,"Hydrogen is a light, odorless gas, which, given enough time, turns into people who will make this statement",159620,11207
2019-12-01,Do you like our owl? https://t.co/4fNOEv3N5b,370858,18945
2019-11-27,"This one is deep.
Happy Thanksgiving! https://t.co/2Dog5HBxjX",251445,26184
2019-11-25,Bring it on https://t.co/pCnln1NdRO,84215,4856
2019-11-25,200k,244996,8743
2019-11-24,Cybertruck pulls F-150 uphill https://t.co/OfaqUkrDI3,595751,100925
2019-11-24,"Cybertruck is our last product unveil for a while, but there will be some (mostly) unexpected technology announcements next year",140400,6850
2019-11-24,⚔️ Study the Blade!! ⚔️ https://t.co/cvuW1TmcjI,117142,14233
2019-11-24,"Reason Cybertruck is so planar is that you can’t stamp ultra-hard 30X steel, because it breaks the stamping press",103053,6985
2019-11-24,Excellent review by Marques! https://t.co/RaXLl30FfF,145801,6408
2019-11-23,"146k Cybertruck orders so far, with 42% choosing dual, 41% tri &amp; 17% single motor",267674,20985
2019-11-23,Riding in the Cybertruck https://t.co/A4ddKBkGMb,27321,1404
2019-11-23,Franz throws steel ball at Cybertruck window right before launch. Guess we have some improvements to make before production haha. https://t.co/eB0o4tlPoz,292438,33300
2019-11-23,🖤🖤🖤 Syd Mead 🖤🖤🖤 https://t.co/8nbD5LrAQJ,71930,4267
2019-11-22,"Better truck than an F-150, faster than a Porsche 911. Order Cybertruck online at https://t.co/hltT8dg2NO",139107,14342
2019-11-22,Nobody *expects* the Cybertruck https://t.co/khhYNFaVKs,385246,40640
2019-11-21,Tesla Cybertruck (pressurized edition) will be official truck of Mars,111182,9128
2019-11-21,Tonight https://t.co/pVAv4v1h8b,42635,3669
2019-11-19,"National Science Foundation, u should add a W to ur name. Would get way more clicks. Ur welcome.",49549,3540
2019-11-19,https://t.co/lvCnlztkPa,20180,1823
2019-11-19,78% of people want to gentrify Mordor,61040,4213
2019-11-16,Cybertruck unveil Thursday night https://t.co/AHBxaubdhO,53665,5222
2019-11-15,Innovation comes in many ways https://t.co/3plylbd1eZ,128578,9043
2019-11-14,Gentrify Mordor?,14586,1526
2019-11-13,Congrats to Tesla team on Model 3 winning best midsize car in Germany! 🇩🇪🇩🇪🇩🇪 https://t.co/4CDTf4c3eC,22895,1754
2019-11-12,🖤♥️💛 GIGA BERLIN 💛♥️🖤,61389,5309
2019-11-11,Starlink vertical on the pad https://t.co/WuiB1piKcK,70391,5449
2019-11-07,"Extremism is so fun! (@waitbutwhy)
https://t.co/ECACsaqAXR",12040,1463
2019-11-06,Cybertruck unveil on Nov 21 in LA near SpaceX rocket factory,68837,6800
2019-11-04,"Great work by SpaceX Dragon team &amp; Airborne! To be clear, we’ve only done 1 multi-parachute test of Mk3 design, so 9 more left to reach 10 successful tests in a row. https://t.co/Q814zVoW4S",42558,3145
2019-11-01,"Tesla Solarglass vs 🎃 
Happy Halloween!! https://t.co/p5tXeJYqne",78207,4390
2019-10-30,Thank for helping grow sustainable energy through solar! https://t.co/zH08AMhVMj,34062,1495
2019-10-30,"Soon, SpaceX will launch @NASA astronauts to @Space_Station! https://t.co/wAy5MNqnEI",36303,2242
2019-10-30,For Treebeard,265076,26159
2019-10-28,"If you’re directly affected by wildfire power outages, Tesla is reducing Solar+Powerwall prices by $1000 as of today",62673,4132
2019-10-28,"Apologies to those waiting for Solar/Powerwall outside California, as we are prioritizing those affected by wildfires",32417,1130
2019-10-28,"Homes with solar sell for 4.1% more, according to Zillow. Adding a Powerwall battery is highly likely to increase home value too imo, as security against blackouts is increasingly important. 
https://t.co/3y4M5L50qF",13082,779
2019-10-28,Tesla Solar plus Powerwall battery backup for 24/7 clean energy &amp; no blackouts at https://t.co/mDoPO17YB9,13205,1001
2019-10-27,Took my son to play piano for the seniors home in Pasadena. It was lovely to see them smile ♥️,114030,3137
2019-10-26,Sandwich time travel is the only explanation https://t.co/M8c98GBsDC,175506,21585
2019-10-26,Physics facts https://t.co/Z2a6PzokJx,150349,18588
2019-10-25,Tesla Solarglass roof https://t.co/7lw43mL92D,20269,1716
2019-10-25,Srsly https://t.co/MWipMr84cD,110895,13089
2019-10-25,"Maybe call Tesla solar roof tiles product Solarglass? Like Dragonglass, but solar!",53123,2415
2019-10-25,🔥,117680,8069
2019-10-24,Tesla Solar Tile Roof V3 launch tomorrow at 2pm,38311,2212
2019-10-24,But actually … https://t.co/XJNjPHrq2A,367661,60952
2019-10-23,"Tesla Q3 results:

- Shanghai Giga ahead of schedule
- Model Y ahead of schedule
- Solar installs +48% from Q2
- GAAP profitable
- Positive free cash flow",66757,5878
2019-10-22,Sending this tweet through space via Starlink satellite 🛰,215201,22129
2019-10-22,"More carrot, less stick",74559,6129
2019-10-21,Order Tesla Solar + Powerwall battery for 24/7 clean power &amp; no blackouts! https://t.co/mDoPO17YB9,19556,1574
2019-10-17,Going offline for a few days,121213,5604
2019-10-16,Tesla wins best headlights award 🥇 https://t.co/SjvA931B3U https://t.co/8yfeJiXd0N,32160,2060
2019-10-15,"So much respect for those doing high volume manufacturing. It’s insanely hard, but you make a real thing that people value. My hat is off to you …",68115,3330
2019-10-15,And the lead character is also named Woody https://t.co/ZxK84rB020,153100,21000
2019-10-13,Haha https://t.co/hY3yDsrVqk,280899,52102
2019-10-13,Ms. Chief &amp; Ms. Tree https://t.co/YgRFtq0tSc,29058,1205
2019-10-13,Space Jam should’ve won the Oscar https://t.co/E7l2DCAxDH,113073,11942
2019-10-13,Is Space Jam good?,117058,6789
2019-10-12,French fries 🍟 are the devil 😈 https://t.co/AR3h57RPIA,68684,6433
2019-10-12,"Now that Tesla V10.0 with Smart Summon is out, Full Self-Driving price will increase by $1000 on Nov 1",12973,668
2019-10-12,Get Tesla Solar plus Powerwall battery for 24/7 clean power &amp; no more blackouts! https://t.co/mDoPO17YB9,21993,2211
2019-10-09,https://t.co/BkKeiIzNPM,9671,912
2019-10-09,Tesla software V10.0 comes with karaoke 🎤,50670,3505
2019-10-09,A Shortfall of Gravitas,8890,334
2019-10-09,🦌,35348,2302
2019-10-09,Why is there no emoji for dignity!!,95332,9445
2019-10-09,the color orange is named after the fruit,269695,34203
2019-10-08,Worth reading “Human Compatible” by Stuart Russell (he’s great!) about future AI risks &amp; solutions https://t.co/ZCdvZrrcVf,11010,1198
2019-10-07,And that’s just the tip of the iceberg https://t.co/cgRKiDsdbK,82565,8401
2019-10-06,"Given how quickly the world is shifting to electric vehicles, a gas/diesel vehicle bought today will probably have low resale value https://t.co/zmfOwk9wML",23459,2575
